Id,SalePrice
1461,125365.0
1462,162830.0
1463,203390.0
1464,199570.0
1465,177533.5
1466,187603.2
1467,170630.0
1468,177976.2
1469,157490.0
1470,141090.0
1471,233246.1
1472,108040.0
1473,102190.0
1474,166860.0
1475,101890.0
1476,340702.4
1477,243961.8
1478,267670.0
1479,281651.8
1480,422274.4
1481,303698.7
1482,204761.1
1483,193117.6
1484,183690.0
1485,185587.5
1486,187638.2
1487,293651.6
1488,235119.6
1489,212568.0
1490,215527.2
1491,187743.2
1492,100915.6
1493,194087.5
1494,214265.0
1495,309175.0
1496,232046.1
1497,159268.5
1498,160388.5
1499,156548.5
1500,151508.5
1501,235395.0
1502,168803.2
1503,218211.7
1504,230448.5
1505,242495.6
1506,221000.0
1507,292754.1
1508,184190.0
1509,203403.2
1510,183260.6
1511,164520.0
1512,211667.2
1513,196198.0
1514,141130.0
1515,223650.0
1516,169408.0
1517,150790.0
1518,135650.5
1519,291957.7
1520,132215.0
1521,120650.8
1522,186440.0
1523,108600.0
1524,134585.0
1525,130520.0
1526,117375.0
1527,140235.0
1528,135080.0
1529,138700.0
1530,154940.0
1531,177342.1
1532,87700.0
1533,146705.0
1534,114575.0
1535,129120.0
1536,128960.0
1537,95719.3
1538,147190.0
1539,170490.7
1540,135025.3
1541,141293.2
1542,147843.4
1543,191118.7
1544,95000.0
1545,89275.0
1546,147340.0
1547,174400.0
1548,120635.0
1549,103445.0
1550,149930.0
1551,100350.0
1552,176627.9
1553,121742.5
1554,135090.0
1555,183800.0
1556,119300.0
1557,110560.0
1558,101725.0
1559,116240.0
1560,107920.0
1561,141380.5
1562,132925.0
1563,114875.0
1564,199776.0
1565,167790.0
1566,234352.1
1567,95239.3
1568,255580.0
1569,143810.0
1570,134275.0
1571,131850.0
1572,139690.0
1573,239286.0
1574,206501.5
1575,233125.8
1576,178000.0
1577,186226.4
1578,179637.2
1579,140150.0
1580,196333.2
1581,137500.0
1582,127615.0
1583,360343.0
1584,241381.3
1585,139880.0
1586,79900.0
1587,89350.0
1588,122488.3
1589,139707.5
1590,123875.0
1591,86530.0
1592,192086.9
1593,135340.0
1594,127225.3
1595,107800.4
1596,196240.0
1597,134385.3
1598,194437.5
1599,138440.0
1600,184299.0
1601,75346.1
1602,139957.5
1603,127110.0
1604,208540.0
1605,268544.9
1606,181050.0
1607,176008.6
1608,241583.1
1609,189925.4
1610,176983.2
1611,153764.0
1612,232764.6
1613,217709.0
1614,158040.0
1615,89940.0
1616,85540.0
1617,95275.0
1618,116175.0
1619,141750.0
1620,232068.1
1621,160413.2
1622,141230.0
1623,208940.0
1624,211765.0
1625,114415.0
1626,271940.0
1627,211200.0
1628,275876.1
1629,174433.2
1630,259476.1
1631,202580.0
1632,248016.1
1633,176843.2
1634,201305.0
1635,194454.3
1636,177881.5
1637,238664.2
1638,245180.0
1639,197123.7
1640,261060.0
1641,181450.0
1642,240109.3
1643,217160.0
1644,194970.0
1645,212277.2
1646,205710.0
1647,168585.6
1648,161096.9
1649,134350.0
1650,137080.0
1651,119015.0
1652,104390.0
1653,105740.0
1654,161110.0
1655,137470.0
1656,159360.0
1657,155300.0
1658,159360.0
1659,140340.0
1660,147800.0
1661,404718.1
1662,342385.1
1663,335066.1
1664,439444.7
1665,281911.8
1666,354666.3
1667,293059.7
1668,324226.1
1669,300863.8
1670,338466.3
1671,317235.0
1672,416044.7
1673,339865.6
1674,237411.8
1675,212799.0
1676,238046.1
1677,227390.0
1678,437630.5
1679,392051.2
1680,246050.0
1681,240989.3
1682,361745.0
1683,202737.1
1684,178436.2
1685,179036.2
1686,182626.9
1687,175037.2
1688,191050.0
1689,178993.2
1690,196794.3
1691,191144.3
1692,263375.0
1693,180313.2
1694,184626.5
1695,176583.2
1696,291326.1
1697,177073.2
1698,334176.1
1699,234625.0
1700,229080.0
1701,268400.0
1702,244444.6
1703,254251.8
1704,318174.0
1705,180400.0
1706,439981.8
1707,222955.0
1708,235808.0
1709,248425.6
1710,242439.2
1711,302575.0
1712,251357.0
1713,293447.7
1714,191400.0
1715,207944.3
1716,201518.0
1717,146690.0
1718,100980.0
1719,214063.2
1720,171975.0
1721,152885.0
1722,103690.0
1723,202620.0
1724,249226.8
1725,240516.5
1726,173640.0
1727,197317.9
1728,163140.0
1729,180213.2
1730,114097.5
1731,143125.0
1732,156655.0
1733,120475.0
1734,134630.0
1735,122075.0
1736,131060.0
1737,239411.7
1738,170440.0
1739,276859.0
1740,263286.3
1741,184127.8
1742,172115.0
1743,172806.5
1744,254411.7
1745,175700.0
1746,224750.0
1747,241740.0
1748,264468.3
1749,182240.0
1750,128875.0
1751,195075.0
1752,138835.0
1753,192493.7
1754,180100.0
1755,180830.0
1756,207611.7
1757,117240.0
1758,241197.7
1759,214765.6
1760,164640.0
1761,180590.0
1762,182377.9
1763,155920.0
1764,115975.0
1765,170990.0
1766,200357.2
1767,219147.2
1768,136330.0
1769,146910.0
1770,168480.0
1771,144345.0
1772,131770.0
1773,158320.0
1774,138950.5
1775,126767.5
1776,139597.5
1777,113030.0
1778,123490.0
1779,100890.0
1780,169794.3
1781,119250.0
1782,100730.0
1783,157150.0
1784,102280.0
1785,116140.0
1786,170400.0
1787,159843.2
1788,68360.0
1789,98059.3
1790,89830.0
1791,196327.2
1792,150000.0
1793,124748.3
1794,132890.0
1795,119150.8
1796,94660.0
1797,139547.5
1798,111615.0
1799,94656.1
1800,121840.0
1801,153038.4
1802,126700.0
1803,234721.3
1804,138480.0
1805,123875.0
1806,114300.0
1807,137625.3
1808,142916.4
1809,93800.0
1810,163240.0
1811,115315.0
1812,99000.0
1813,124140.0
1814,92790.0
1815,79595.0
1816,98390.0
1817,130730.0
1818,224845.7
1819,111500.4
1820,78850.0
1821,118000.0
1822,144337.9
1823,67820.0
1824,120900.0
1825,123573.2
1826,122667.1
1827,105663.0
1828,194850.0
1829,200932.8
1830,163860.0
1831,132548.5
1832,123000.0
1833,137940.0
1834,108830.0
1835,142200.0
1836,113728.0
1837,101850.0
1838,121838.3
1839,133285.0
1840,142870.0
1841,130560.0
1842,115440.0
1843,148635.0
1844,145440.0
1845,122600.0
1846,153950.0
1847,152250.0
1848,70720.0
1849,99710.0
1850,122475.0
1851,136275.0
1852,118790.0
1853,133475.0
1854,135980.0
1855,131190.0
1856,228880.0
1857,138333.2
1858,127057.5
1859,108402.2
1860,180259.6
1861,108402.2
1862,293387.0
1863,293387.0
1864,293387.0
1865,348371.9
1866,305447.7
1867,252457.8
1868,303680.0
1869,234587.8
1870,306140.2
1871,251169.6
1872,175766.7
1873,224938.5
1874,127175.0
1875,239277.8
1876,222548.5
1877,221417.7
1878,236648.3
1879,117750.8
1880,139690.0
1881,300000.0
1882,259591.3
1883,192188.2
1884,198750.0
1885,289547.9
1886,270890.3
1887,234387.7
1888,294174.9
1889,190646.7
1890,140905.0
1891,124435.0
1892,120190.0
1893,137198.3
1894,132400.5
1895,125717.1
1896,149435.0
1897,151700.0
1898,101500.4
1899,120800.0
1900,141357.5
1901,150876.0
1902,143090.0
1903,137785.3
1904,131105.0
1905,199965.0
1906,146875.0
1907,227052.4
1908,108905.0
1909,112575.0
1910,129200.0
1911,228980.0
1912,263940.0
1913,137750.0
1914,84030.0
1915,215240.0
1916,80520.0
1917,252184.9
1918,144170.0
1919,174346.0
1920,243319.6
1921,365458.9
1922,310047.7
1923,181430.0
1924,204940.0
1925,227120.0
1926,338373.8
1927,121840.8
1928,171706.6
1929,138690.0
1930,135460.0
1931,135446.0
1932,169713.2
1933,185327.9
1934,199540.0
1935,183713.2
1936,201380.0
1937,191835.0
1938,187818.0
1939,235916.1
1940,178826.0
1941,198635.0
1942,206366.5
1943,187815.0
1944,339865.6
1945,321380.3
1946,215143.7
1947,270986.1
1948,222976.8
1949,272817.2
1950,202160.0
1951,294322.6
1952,169870.0
1953,220000.0
1954,205040.0
1955,163853.2
1956,279914.0
1957,224948.8
1958,315410.1
1959,123900.0
1960,108055.0
1961,132925.0
1962,124080.0
1963,99990.0
1964,118530.0
1965,167400.0
1966,150832.5
1967,315490.0
1968,438716.0
1969,369775.2
1970,366758.5
1971,399045.6
1972,378949.2
1973,265422.3
1974,307584.0
1975,415268.8
1976,333540.2
1977,395918.4
1978,352392.4
1979,246419.3
1980,231744.9
1981,367023.9
1982,251747.8
1983,202686.1
1984,164760.0
1985,266934.9
1986,284411.6
1987,189382.9
1988,182256.7
1989,192188.2
1990,250151.3
1991,240897.8
1992,209300.0
1993,177673.2
